"MFHD_ID","BIB_ID","TITLE","AUTHOR","BEGIN_PUB_DATE","END_PUB_DATE","PUBLISHER","PUB_PLACE","DISPLAY_CALL_NO"
8353985,7878392,Computational strategies for meshfree nonrigid registration / by Eliezer Gershon Kahn. ,"Kahn, Eliezer Gershon. ","2006",,,,
5002709,4611619,Computational studies in catalytic combustion of methyl-chloride and methane / by Md. Hasan Ul Karim. ,"Karim, Md. Hasan Ul. ","1998",,,,
12641303,12504319,"Computational studies of hard disks : contact percolation, fragility, frictional families and basin volumes / by Tianqi Shen. ","Shen, Tianqi, ","2014",,"Yale University, ","New Haven, Connecticut : ",
13120127,13036985,Computational studies of protein structure / by Diego Caballero Orduna. ,"Caballero Orduna, Diego, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
13436755,13393260,Computational studies of the photosystem II and vibrational relaxation of molecules on metal surfaces / by Mikhail Askerka. ,"Askerka, Mikhail, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
14869176,14882382,Computationally Guided Synthetic Design : Hemithioindigo Photoswitches & Total Synthesis of Indole Diterpenoids / by Joshua Ethan Zweig. ,"Zweig, Joshua, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
12871762,12768467,Computer model of canopy dynamics and competition for light and nutrients in northern hardwood forests / by John David Aber. ,"Aber, John David, ","1976",,"Yale University, ","[New Haven, Connecticut] : ",
4775604,4392553,Computer modeling of chemical cognition : contributions to the cameo project / by Iordanis Houdaverdis. ,"Houdaverdis, Iordanis. ","1998",,,,
14502889,14502992,Computer simulation of solvent effects in organic reactions / by Dongchul Lim. ,"Lim, Dongchul, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
8091632,7148280,Computer simulations of athermal and glassy systems / by Ning Xu. ,"Xu, Ning. ","2005",,,,
14571315,14574540,Computer story-writing : the role of reconstructive and dynamic memory / by Natalie Jane Dehn. ,"Dehn, Natalie Jane, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
14502369,14502472,Computer vision algorithms for mobile robots / by Camillo Jose Taylor. ,"Taylor, Camillo Jose, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
16035978,16100452,Computer-Aided Discovery of New Inhibitors of C. hominis Thymidylate Synthase-Dihydrofolate Reductase / by Victor Gonzalez-Ruiz. ,"Gonzalez-Ruiz, Victor, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14502349,14502452,Computer-assisted mechanistic evaluation of organic oxidation-reduction reactions / by Shenna Sinclair. ,"Sinclair, Shenna, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14502892,14502995,Computer-assisted mechanistic evaluation of organic reactions : Radical ion chemistry and photochemical reactions / by Rong Liu. ,"Liu, Rong, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
5222382,4825564,Computional statistical mechanism of simple models of liquid water / by Michael William Mahoney. ,"Mahoney, Michael William. ","2000",,,,
14497329,14497100,"Comte in exile : the origins of political positivism in Rio Grande do Sul, Brazil, 1860-1891 / by Nelson Fernando Boeira. ","Boeira, Nelson Fernando, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
10393319,10112331,Concealable stigma and the distinction between public and private selves : implications for psychological well-being / by Alexandra Sedlovskaya. ,"Sedlovskaya, Alexandra. ","2011",,,,
9940772,9603915,Concentration and use of the isotopes of helium neon and argon / by Alexander Zucker. ,"Zucker, Alexander. ","1950",,,"1950. ",
14497620,14497391,Concentration and voltage-dependent properties of cellular organic cation transport in the kidney proximal tubule / by Mark Robert Weber. ,"Weber, Mark Robert, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
6756988,4933081,Concept of biological diversity : the evolution of a conservation paradigm / by Timothy John Franham. ,"Farnham, Timothy John. ","2002",,,,
8876118,8438680,Concept of founding / by Angeￌﾁlica Maria Bernal. ,"Bernal, Angeￌﾁlica Maria. ","2008",,,,
13046251,12958192,Concept of prose in Anglo-Saxon England / by Anne Schindel. ,"Schindel, Anne, ","2015","2016","Yale University, ","[New Haven, Connecticut] : ",
14502796,14502899,Conceptions of children in early medieval society / by Katherine Kelley Dittmar. ,"Dittmar, Katherine Kelley, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14704159,14713370,"Conceptions of likeness in the epic similes of Homer, Vergil, Dante, and Milton / by Shane Stuart Gasbarra. ","Gasbarra, Shane Stuart, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
5034554,4642627,Conceptions of nationhood among the 1848-1849 Frankfurt parliamentarians / by Brian Eric Vick. ,"Vick, Brian Eric. ","1997",,,,
5089705,4696050,Conceptions of wisdom among Taiwanese Chinese / by Shih-ying Yang. ,"Yang, Shih-ying. ","2000",,,,
5075125,4681924,Concepts of compound melody in jazz improvisations / by John David Check. ,"Check, John David. ","1998","9999",,,
14704296,14713507,Concepts of free labor in antebellum America / by Jonathan Andrew Glickstein. ,"Glickstein, Jonathan Andrew, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
7092512,6446110,"Conceptual frames, values of nature, and key symbols of ecosystem management : landscape scale assessment in the Bridger-Teton National Forest / by Murray Bruce Rutherford. ","Rutherford, Murray B. ","2003",,,,
5177431,4781831,"Concern about disapproval, emotional awareness, and Bulimia Nervosa / by Michael Friedman. ","Friedman, Michael Alan. ","1998",,,,
5052838,4660314,Concertos of Carl Ditters von Dittersdorf / by Jay D. Lane. ,"Lane, Jay D. (Jay Donald) ","1997",,,,
5037254,4645247,"Concordia discourse : polyphony and dialogue in Willaert, Wert, and Monteverdi / by Paul Christopher Schick. ","Schick, Paul, 1965- ","1997",,,,
16035759,16100233,"Concrete Confidence : Assessing the Durability, Factual Foundations, and Political Implications of Military-Grade Trust / by Paul Tyler Merklinger. ","Merklinger, Paul Tyler, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
13543890,13504553,Concurrent Remote Entanglement with Continuous Variables / by Ananda Roy. ,"Roy, Ananda, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14868986,14882192,Conditional Choice and Collective Dynamics of Historical Change in the Tunisian Revolution (2010 - 2014) / by Jean-Baptiste Gallopin. ,"Gallopin, Jean-Baptiste, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
12128344,11932204,"Conditionals : interactions with adverbs, modals, and tense / by Justin Khoo. ","Khoo, Justin, ","2013",,,,
14497387,14497158,Conditioned inhibition of fear-potentiated startle / by William A. Falls. ,"Falls, William A., ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
14569654,14572880,"Conditions et Structures De La Peur Dans Trois Pieￌﾀces De Molieￌﾀre / by Ralph Albanese, Jr. ","Albanese, Ralph, Jr., ","1972",,"Yale University, ","[New Haven, Connecticut] : ",
14570572,14573797,Conditions of free agency / by Sarah Buss. ,"Buss, Sarah, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
7554668,6987191,"Condoms, bongs, and visible thongs : power relations and gendered-identity formation among teenage girls in public high school / by Rachel L. Seher. ","Seher, Rachel L. ","2005",,,,
5192819,4796884,Confederacy of faith and fact : UFO and the search for other worlds / by Anne Boyle Cross. ,"Cross, Anne Boyle. ","2000",,,,
16035708,16100182,Confession and the Creation of Reputation in Middle English Romance / by Gina Marie Hurley. ,"Hurley, Gina Marie, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14869168,14882374,"Confession and the German and American Novel : Intimate Talk, Violence and Last Confession / by Noemi Yovel. ","Yovel, Noemi, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
11488655,11337724,"Confession in the early modern Spanish world : prescription and practice, c.1500-1650 / by Samuel Joseph Garciￌﾁa. ","Garciￌﾁa, Samuel Joseph, ","2012",,"[publisher not identified], ",[Place of publication not identified] : ,
13868674,13851431,"Conflict, Order, and Cooperation in Refugee Crises : Theory and Evidence from the Syrian Refugee Crisis / by Daniel T. R. Masterson. ","Masterson, Daniel T. R., ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
5046085,4653804,Conflict-resolution styles and relationship satisfaction in close relationships / by Mahzad Hojjat. ,"Hojjat, Mahzad. ","1997",,,,
13130262,13047989,Conformation and dynamics of the troponin I C-terminal domain : combining single-molecule experiments and simulations to bridge timescales / by Lauren Ann Metskas. ,"Metskas, Lauren Ann, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
13437027,13393567,Conformational dynamics of the HIV-1 envelope glycoprotein / by Xiaochu Ma. ,"Ma, Xiaochu, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
14306072,14301705,Conformational dynamics of the Leptomonas collosoma spliced leader RNA / by Karen Anne LeCuyer. ,"LeCuyer, Karen Anne, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14502207,14502310,Conformational equilibrium of a protein loop in Staphylococcal nuclease studied through experimental and theoretical methods / by Alec Eaton Hodel. ,"Hodel, Alec Eaton, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
12123854,11922716,"Confronting an art of uncertainty : rugby, race, and masculinity in South Africa / by Joshua D. Rubin. ","Rubin, Joshua D., ","2013",,,,
14502536,14502639,Confronting the veil : New Deal African-American intellectuals and the evolution of a radical voice / by Jonathan Scott Holloway. ,"Holloway, Jonathan Scott, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
6874116,6198737,"Confronting total war : British responses to poison gas, 1914-1918 / by Marion Leslie Girard. ","Girard, Marion Leslie. ","2003",,,,
14706235,14715445,"Congress and nuclear weapons, 1968-1987 / by James Mark Lindsay. ","Lindsay, James Mark, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
5002609,4611522,Congressional policy making : the Goldwater-Nichols Defense Reorganization Act of 1986 / by Colleen Marie Getz. ,"Getz, Colleen Marie. ","1998",,,,
14502321,14502424,"Conjugal union : Gender, sexuality and the development of an African American national literature / by Robert Fitzgerald Reid-Pharr. ","Reid-Pharr, Robert Fitzgerald, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
5077729,4684433,"Conlon Nancarrow's ""Temporal dissonance"" : rhythmic and textural stratification in the studies for player piano / by Margaret Elida Thomas. ","Thomas, Margaret Elida. ","1996",,,,
15656654,15680865,Connecting Indoor Fungal Communities and Human Health : Novel Insights from DNA-Based Community Profiling and Metatranscriptomics / by Bridget Hegarty. ,"Hegarty, Bridget, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
12810689,12703766,Connection between differentiation and mechanics in human embryonic stem cells / by Kathryn A. Rosowski. ,"Rosowski, Kathryn A., ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
14305892,14301499,Connection between the cooperative and the non-cooperative game theories and its application to cartel and merger analysis / by Jingang Zhao. ,"Zhao, Jingang, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14502379,14502482,Connection of the hot carbon-nitrogen-oxygen cycle and the rp-process at fluorine-18 / by Sinan Utku. ,"Utku, Sinan, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
9230734,8818842,"Conqueror's prize : revenue, information, and conflict in British Bengal, 1765-1819 / by Malik Rashaad Martin. ","Martin, Malik Rashaad. ","2009",,,,
8315203,7863290,"Conquest and consolidation : authority and territoriality in New Catalonia, 1000-1300 / by Thomas W. Barton. ","Barton, Thomas W., 1976- ","2006",,,,
7639253,7089948,"Conquests of death : disease, health and hygiene in the formation of a social body (Puerto Rico, 1880-1929) / by Ivette Rodriￌﾁguez-Santana. ","Rodriￌﾁguez-Santana, Ivette. ","2005",,,,
14570307,14573532,"Conscious and unconscious processing, avoidance and personality / by George Alexander Bonanno. ","Bonanno, George Alexander, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
11521042,11372457,Conscripts of empire : race and soldiering in the decolonizing Pacific / by Simeon Man. ,"Man, Simeon, ","2012",,"[publisher not identified], ",[Place of publication not identified] : ,
13436617,13393112,Consequences of U.S. banking deregulation in the late twentieth century / by Jeffery Yufeng Zhang. ,"Zhang, Jeffery Yufeng, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
13437242,13393820,Consequences of divided cognitive labor / by Matthew Fisher. ,"Fisher, Matthew, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
12631712,12491837,Consequences of health shocks among older adults with risky behaviors / by Michael Ryan Richards. ,"Richards, Michael Ryan, ","2013","2014","Yale University, ","New Haven, Connecticut : ",
10735231,10529022,Conservation paleobiology of Long Island Sound mollusks / by Michelle Marie Casey. ,"Casey, Michelle Marie. ","2011",,,,
9727837,9373584,"Conservatism, Christian democracy and the European human rights project, 1945-50 / by Marco Ochs Duranti. ","Duranti, Marco Ochs. ","2009",,,,
12635867,12497447,Conserved P13K pathway regulates neurite outgrowth in Caenorhabditis elegans / by Ryan Patrick Christensen. ,"Christensen, Ryan Patrick, ","2013","2014","Yale University, ","New Haven, Connecticut : ",
13543653,13504300,Conserved Regulation of Lignin and Phenylalanine-Derived Metabolism in Plant Immunity / by William Robert Chezem. ,"Chezem, William Robert, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
8077480,7566901,Conserved molecules and mechanisms of neuronal signaling revealed by the analysis of simple nematode behaviors / by Antony Merlin Jose. ,"Jose, Antony Merlin. ","2006",,,,
12615510,12471766,Consolation of exile : confessional migration and identity in the German Reformation / by Hans Benjamin Leaman. ,"Leaman, Hans Benjamin, ","2014",,"Yale University, ","New Haven, Connecticut : ",
9263269,8859547,"Consolidation, product quality and entry in the banking industry / by Xiaolan Zhou. ","Zhou, Xiaolan. ","2008",,,,
5024497,4632776,"Conspicuous consumption, business networks, and state power in a Chinese city / by Gan Wang. ","Wang, Gan. ","2000",,,,
14305971,14301584,"Conspicuous criticism : Tradition, autonomy, and culture in American social thought, from Veblen to Mills / by Christopher Shannon. ","Shannon, Christopher, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
8354004,7909856,Conspicuous waste in international relations / by Lilach Gilady. ,"Gilady, Lilach. ","2006",,,,
7310209,6710599,"Conspiracy of capital"" : American popular radicalism and the politics of conspiracy from Haymarket to the Red Scare / by Michael Mark Cohen. ","Cohen, Michael Mark. ","2004",,,,
14502719,14502822,Constitutional construction : Divided powers and constitutional meaning / by Keith E. Whittington. ,"Whittington, Keith E., ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
12115398,11912569,Constitutional duty : emergency power and the American presidency / by Lucas Todd Thompson. ,"Thompson, Lucas Todd, ","2013",,,,
13043435,12955158,"Constitutional rights, private law, and judicial power / by Judkins Cooper Mathews. ","Mathews, Judkins Cooper, ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
9662159,9303448,Constrained non-rigid registration for use in image-guided adaptive radiotheraphy / by William Harvey Greene. ,"Greene, William Harvey. ","2009",,,,
6734438,4867363,Constraints on black hole emission mechanisms / by Thomas J. Maccarone. ,"Maccarone, Thomas J. ","2001",,,,
8598111,8197985,Constraints on infants' object representations / by Erik Wayne Cheries. ,"Cheries, Erik Wayne. ","2007",,,,
13122907,13040023,Constraints on speech in democratic Athens: 480-270 B.C.E. / by Michael Samuel Zimm. ,"Zimm, Michael Samuel, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
6757473,6063445,"Constructed genius : language, literature, and nation in Italy (1700-1830) / by Paola Gambarota. ","Gambarota, Paola. ","2002",,,,
14306263,14301909,Constructing American lives : the cultural history of biography in nineteenth-century America / by Scott Evan Casper. ,"Casper, Scott Evan, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
16035796,16100270,"Constructing Mexican Atlanta, 1980-2016 / by Iliana Yamileth Rodriguez. ","Rodriguez, Iliana Yamileth, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
13543645,13504291,"Constructing Political Place : The International Philippine Revolution and Transnational Pan-Asianism, 1887-1912 / by Nicole Elizabeth CuUnjieng. ","CuUnjieng, Nicole Elizabeth, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
5210538,4814171,Constructing a new Great Wall : Chinese foreign policy and the norm of state sovereignty / by Allen Russell Carlson. ,"Carlson, Allen Russell. ","2001",,,,
5267524,4869457,Constructing black selves : Caribbean-American narratives and the second generation / by Lisa Diane McGill. ,"McGill, Lisa Diane. ","2001",,,,
6757444,6063413,Constructing new men and women : the search for modern gender roles in contemporary Latin American fiction / by Anne Christine Gebelein. ,"Gebelein, Anne Christine. ","200u",,,,
7554964,6987504,"Constructing the 'revolutionary' performer : democracy and dictatorship in the theater of V.E. Meyerhold, 1898-1922 / by Jacqueline Robin Ladouceur. ","Ladouceur, Jacqueline Robin. ","2004",,,,
8891487,8455040,Constructing the other : defining the nation and defning the self in early Soviet and British modernist prose / by Sara Marie Stefani. ,"Stefani, Sara Marie. ","2008",,,,
12779197,12670722,Construction and characterization of genomically recoded organisms and synthetic auxotrophs / by Alexis Jennifer Rovner. ,"Rovner, Alexis Jennifer, ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
9939241,9601961,Construction and characterization of tiny transmembrane oncoproteins that activate the platelet derived growth factor beta receptor / by Kristina Marie Kraft Talbert-Slagle. ,"Talbert-Slagle, Kristina Marie Kraft. ","2010",,,,
14502253,14502356,Construction of a YAC contig and an STS map spanning more than 7 mbp in bands Q34-35 of human chromoSome 5 / by Jennifer Minsan Lu. ,"Lu, Jennifer Minsan, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
7080418,6430624,Construction of an apparatus and preliminary measurements for a search for the electric dipole moment of the electron using lead monoxide / by Frederik Bay. ,"Bay, Frederik. ","2003",,,,
8574067,8170415,"Construction of civic identity at Teotihuacan, Mexico / by Matthew Howard Robb. ","Robb, Matthew H., 1972- ","2007",,,,
5074632,4681437,"Construction of inequality : U.S. foreign policy, development discourse, and the postwar expansion of the international system / by Sean Patrick Duffy. ","Duffy, Sean Patrick. ","1997",,,,
14502564,14502667,Construction of speech : a phenomenological critique of the language of facts / by Hagi Baruch Kenaan. ,"Kenaan, Hagi Baruch, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
13041363,12952921,"Constructive annihilation : American weapons suppliers and the remaking of work, 1939-1989 / by Lisa Furchtgott. ","Furchtgott, Lisa, ","2015",,"Yale University, ","[New Haven, Connecticut] : ",
14502278,14502382,Constructive multiresolution analysis and the structure of quadrature mirror filters / by Lucas Alejandro Monzon. ,"Monzon, Lucas Alejandro, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
8893737,8457648,Constructive nature of scene representations in the brain / by Soo Jin Park. ,"Park, Soo Jin. ","2008",,,,
14502364,14502467,Constructive solutions to central embedding problems / by John Richard Swallow. ,"Swallow, John Richard, ","1994",,"Yale University, ","[New Haven, Connecticut] : ",
14497305,14497077,Contagious disease and the government of Paris in the age of Pasteur / by Andrew Robert Aisenberg. ,"Aisenberg, Andrew Robert, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
5024187,4632476,"Containing Arab nationalism : the United States, the Arab Middle East, and the Eisenhower doctrine, 1956-1959 / by Salim Clyde Yaqub. ","Yaqub, Salim Clyde. ","2000",,,,
7558284,6991558,Contemporary Italian cinema : films of persistence / by Mariano Juliaￌﾁn Prunes. ,"Prunes, Mariano Juliaￌﾁn. ","2005",,,,
14936018,6465814,"Contemporary Yoruba art in Ile-Ifeￌﾣ : history, continuum, motive, and transformation / by Michael DeHart Harris. ","Harris, Michael DeHart, 1948- ","1996",,,,
7109117,6465814,"Contemporary Yoruba art in Ile-Ifeￌﾣ : history, continuum, motive, and transformation / by Michael DeHart Harris. ","Harris, Michael DeHart, 1948- ","1996",,,,
14502927,14503030,Content and comportment : on embodiment and the epistemic availability of the world / by Michael O'Donovan-Anderson. ,"O'Donovan-Anderson, Michael, ","1996",,"Yale University, ","[New Haven, Connecticut] : ",
14706070,14715280,Content and organization of therapists' mental representations of their patients and the psychotherapy process / by Adam Keith Lehman. ,"Lehman, Adam Keith, ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
14497572,14497343,Content of attentional focus : Somatic and affective aspects of experience / by William John Sieber. ,"Sieber, William John, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
13868798,13851564,Contested Confession : The Greek Catholic/Uniate Church in 19th Century European Politics / by Katherine Leah Younger. ,"Younger, Katherine Leah, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
13126757,13044174,Contested community : on European auteur cinema at the beginning of the 21st century / by Patrick Joseph Reagan. ,"Reagan, Patrick Joseph, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
9665077,9307138,"Contested modernity : the emergence of the Chinese contemporary art world and its struggle for meaning, 1990 to 2008 / Chi Zhang. ","Zhang, Chi. ","2009",,,,
8893441,8457401,Context effects in consumer choice / by Anastasiya Pocheptsova. ,"Pocheptsova, Anastasiya. ","2008",,,,
13543834,13504495,Contextual Computing : Engineering and Applications in the Real World / by James Samuel Williams. ,"Williams, James Samuel, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
12754597,12641626,Contextual influences (or lack thereof) on attention and perception / by Aysu Suben. ,"Suben, Aysu, ","2014","2015","Yale University, ","[New Haven, Connecticut] : ",
8219182,7754158,Continuity and change in late medieval plague medicine : a survey of 152 plague tracts from 1348 to 1599 / by Christiane Nockels Fabbri. ,"Nockels Fabbri, Christiane. ","2006",,,,
8531937,8121639,Continuity and consciousness in Leibniz's philosophy of mind / by Larry M. Jorgensen. ,"Jorgensen, Larry M. ","2007",,,,
14305895,14301502,Continuity and formal organization in Debussy's String Quartet / by Annie Ka-Po Yih. ,"Yih, Annie Ka-Po, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14305926,14301535,Continuity of pressure for quadratic polynomials / by Frederick James Warner. ,"Warner, Frederick James, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14705874,14715084,"Continuity: Three accounts, and their relation to Zeno's paradoxes / by Susannah Ruth Labov. ","Labov, Susannah Ruth, ","1985",,"Yale University, ","[New Haven, Connecticut] : ",
12640223,12503159,Continuous ST-segment ischemia monitoring in the emergency department / by Leonie Rose Bovino. ,"Bovino, Leonie Rose, ","2014",,"Yale University, ","New Haven, Connecticut : ",
12626854,12486185,Continuous optical production of ultracold vibronic ground state polar molecules / by Colin David Bruzewicz. ,"Bruzewicz, Colin David, ","2014",,"Yale University, ","New Haven, Connecticut : ",
13436720,13393219,Continuous production of 85Rb133Cs molecules in the rovibronic ground state via short-range photoassociation / by Toshihiko Shimasaki. ,"Shimasaki, Toshihiko, ","2017",,"Yale University, ","[New Haven, Connecticut] : ",
10733824,10527272,Continuum solvation models and force field development for computer-aided drug design / by John Philip Terhorst. ,"Terhorst, John Philip. ","2012",,,,
12641343,12504388,Contour tracking in echocardiography via sparse modeling / by Xiaojie Huang. ,"Huang, Xiaojie, ","2014",,"Yale University, ","New Haven, Connecticut : ",
8088672,7578460,"Contraband children : the politics of race and liberation in the music of Steve Reich, 1965-1966 / by Sumanth S. Gopinath. ","Gopinath, Sumanth S. ","2005",,,,
10390780,10109564,"Contractile power' : boundaries of character in the British novel, 1750-1824 / by Nicole Mary Wright. ","Wright, Nicole Mary. ","2011",,,,
14570323,14573548,Contracts in labor markets / by Jeffrey Ian Borland. ,"Borland, Jeffrey Ian, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
14571166,14574391,"Contracts with the spirits : Religion, asylum, and ethnic identity in the Cacheu Region of Guinea-Bissau / by Eve Lakshmi Crowley. ","Crowley, Eve Lakshmi, ","1990",,"Yale University, ","[New Haven, Connecticut] : ",
10711806,10502399,"Contractual arrangements, health shocks and labor outcomes / by Federico Hernaￌﾁn Gutierrez. ","Gutierrez, Federico Hernaￌﾁn. ","2011",,,,
14869100,14882306,Contrafactual Structures in Ancient Greek Narrative / by Cynthia Carolyn Polsley. ,"Polsley, Cynthia, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
14570917,14574142,Contrapuntal techniques in the music of Gyorgy Ligeti / by Jane Piper Clendinning. ,"Clendinning, Jane Piper, ","1989",,"Yale University, ","[New Haven, Connecticut] : ",
16035755,16100229,Contrast Adaptation in Drosophila Direction-selective Circuits / by Catherine A. Matulis. ,"Matulis, Catherine A, ","2020",,"Yale University, ","[New Haven, Connecticut] : ",
14306056,14301686,Contrasting sediment types from oxic and anoxic sites of the modern Black Sea : Geochemical and sedimentological criteria / by Timothy William Lyons. ,"Lyons, Timothy William, ","1992",,"Yale University, ","[New Haven, Connecticut] : ",
14951794,14965109,Contribution To A System Of Skaldic Word Order / by Cecil Wood. ,"Wood, Cecil, ","1953",,"Yale University, ","[New Haven, Connecticut] : ",
14951795,14965109,Contribution To A System Of Skaldic Word Order / by Cecil Wood. ,"Wood, Cecil, ","1953",,"Yale University, ","[New Haven, Connecticut] : ",
13543830,13504490,Contribution of Metasomatized Lithospheric Mantle to Arc Magmatism / by Hobart Patrick Young. ,"Young, Hobart Patrick, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
13127620,13045081,Contribution of chromatin to nuclear mechanics / by Sarah Marie Schreiner. ,"Schreiner, Sarah Marie, ","2016",,"Yale University, ","[New Haven, Connecticut] : ",
14502551,14502654,"Contribution of the caretaking environment to developmental outcome in low SES, African-American drug-exposed children / by Brenda Patricia Jones. ","Jones, Brenda Patricia, ","1995",,"Yale University, ","[New Haven, Connecticut] : ",
8883597,8446450,Contribution of the host innate immune response and parasite-derived factors to the pathogenesis of cerebral malaria / by Jason Wells Griffith. ,"Griffith, Jason Wells. ","2008",,,,
13868764,13851530,Contribution to Three Debates in Macroeconomics and Finance / by Garence Staraci. ,"Staraci, Garence, ","2018",,"Yale University, ","[New Haven, Connecticut] : ",
14705387,14714597,Contributions of helix-connecting loops and of retinal to the stability of bacteriorhodopsin / by Theodore W. Kahn. ,"Kahn, Theodore W., ","1991",,"Yale University, ","[New Haven, Connecticut] : ",
14497408,14497179,Contributions of the primate frontal eye field to the control of smooth pursuit eye movements / by Jacqueline Palas Gottlieb. ,"Gottlieb, Jacqueline Palas, ","1993",,"Yale University, ","[New Haven, Connecticut] : ",
5140201,4745334,Contributions to a revision of the Helderbergian fauna of New York / by Mignon Talbot. ,"Talbot, Mignon. ","1904",,,,
5140002,4745138,Contributions to the study of the language and style of Gustav Freytag's 'Die Ahnen' / by Harry Thomas Collings. ,"Collings, Harry Thomas. ","1910",,,,
5135740,4740950,Contributions to the study of the political lyric in Germany / by Alberta L. Corbin. ,"Corbin, Alberta L. ","1901",,,,
8597957,8197814,Contributions to the theory of weak dependence / by Brendan K. Beare. ,"Beare, Brendan K. ","2007",,,,
10389986,10108613,Contributions to uniform inference / by Xiaoxia Shi. ,"Shi, Xiaoxia. ","2011",,,,
14951746,14965082,Control Of Lutheran Theological Education / by Oscar Ahlenius Winfield. ,"Winfield, Oscar Ahlenius, ","1930",,"Yale University, ","[New Haven, Connecticut] : ",
14951747,14965082,Control Of Lutheran Theological Education / by Oscar Ahlenius Winfield. ,"Winfield, Oscar Ahlenius, ","1930",,"Yale University, ","[New Haven, Connecticut] : ",
14869148,14882354,Control of Endogenous Retroviruses by Cell-Intrinsic and Cell-Extrinsic Defenses / by Rebecca Simone Treger. ,"Treger, Rebecca, ","2019",,"Yale University, ","[New Haven, Connecticut] : ",
9744091,3824466,Control of absolutely and convectively unstable shear flows / by Paul John Strykowski. ,"Strykowski, Paul John. ","1986",,,,
14571017,14574242,Control of adjacent gene expression by Ty elements in Saccharomyces cerevisiae / by Leslie Ruth Coney. ,"Coney, Leslie Ruth, ","1988",,"Yale University, ","[New Haven, Connecticut] : ",
8539476,8130630,Control of endocytosis by membrane phosphoinositides in living cells / by Roberto Zoncu. ,"Zoncu, Roberto. ","2007",,,,
7641542,7092461,Control of immunity by Toll-like receptors and Semaphorins / by Agnieszka Katarzyna Czopik. ,"Czopik, Agnieszka Katarzyna. ","2005",,,,
8206990,7740592,Control of neuronal responsiveness by cortical recurrent activity / by Andrea Rayne Hasenstaub. ,"Hasenstaub, Andrea Rayne. ","2006",,,,
5205667,4809412,Control of polarized growth and division site selection in Saccharomyces cerevisiae / by Yi-Jun Sheu. ,"Sheu, Yi-Jun. ","2000",,,,
