"id","title","repository","identifier","access_note","restrictions","uri"
1199290,"Subject files, byssinosis: patient records, 1961-1979",Manuscripts and Archives,"[""MS 1245"",null,null,null]","Box 21, which contains patient records, is closed until 2029 in accordance with the donor's deed of gift.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1199290
1200547,"Gradebooks, circa 1928-1964",Manuscripts and Archives,"[""MS 1415"",null,null,null]","Restricted until January 1, 2065 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1200547
1203206,"Interview notes, translations, survey responses, 1959",Manuscripts and Archives,"[""MS 1658"",null,null,null]","These records are closed until January 1, 2020.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1203206
1203409,"Additional Material, 1977-2011",Manuscripts and Archives,"[""MS 1680"",null,null,null]","This accession is closed to researchers until January 3, 2033, or the death of William H. McClain, Halvorson Professor, University of Wisconsin-Madison, whichever occurs first.","[""RestrictedSpecColl"", ""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1203409
1203729,Restricted files,Manuscripts and Archives,"[""MS 1724"",null,null,null]","Student files and recommendations are restricted until January 1, 2052 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1203729
1205233,"Proposed restructuring of Engineering programs, 1983-1993",Manuscripts and Archives,"[""MS 1870"",null,null,null]","Material in box 2 is restricted until January 1, 2033 das established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1205233
1205234,"Reports relating to Yale Faculty of Arts and Sciences and Engineering programs, 1984-1997",Manuscripts and Archives,"[""MS 1870"",null,null,null]","Material in box 2 is restricted until January 1, 2033 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1205234
1205235,"Yale College foreign language requirement, 1981-1990",Manuscripts and Archives,"[""MS 1870"",null,null,null]","Material in box 2 is restricted until January 1, 2033 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1205235
1209021,"Student evaluations and grades, 1931, 1941-1943, undated",Manuscripts and Archives,"[""MS 1306"",null,null,null]","Student evaluations and grades are restricted until January 1, 2018 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1209021
1211351,"Gradebooks, 1951-1973",Manuscripts and Archives,"[""MS 1395"",null,null,null]","Box 3 of Accession 2004-M-016 is closed until January 1, 2049 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1211351
1212912,"Correspondence, 1982-1989",Manuscripts and Archives,"[""MS 1496"",null,null,null]",The materials are open for research.,"[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1212912
1212998,"Yale University School of Organization and Management Files, 1983-1986",Manuscripts and Archives,"[""MS 1496"",null,null,null]",The materials are open for research.,"[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1212998
1213013,"Restricted, 1982-1988",Manuscripts and Archives,"[""MS 1496"",null,null,null]","Materials contained in this box is restricted until January 1, 2063 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1213013
1216644,"Personnel file of Tanja Lorkovic, Undated",Manuscripts and Archives,"[""MS 1627"",null,null,null]","Personnel records are restricted until January 1, 2090 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1216644
1217558,Restricted,Manuscripts and Archives,"[""MS 1673"",null,null,null]","The material in boxes 15-18 is restricted until January 1, 2069 due to the requirements in the donor's deed of gift.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1217558
1217715,Restricted Files,Manuscripts and Archives,"[""MS 1676"",null,null,null]","Restricted until January 1, 2060.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1217715
1217796,"Employee grievance, 1981",Manuscripts and Archives,"[""MS 1683"",null,null,null]","Material is restricted until January 1, 2057.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1217796
1218460,"Yale materials restricted, Circa 1952-1971",Manuscripts and Archives,"[""MS 1712"",null,null,null]","Student and personnel files are restricted until January 1, 2047 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1218460
1218630,Restricted,Manuscripts and Archives,"[""MS 1717"",null,null,null]","This file contains sensitive information about an individual's tenure case. For this reason, it is restricted until January 1, 2040.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1218630
1218909,"Correspondence, 1955-1985",Manuscripts and Archives,"[""MS 1719"",null,null,null]","This series is restricted until Jan 1, 2053.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1218909
1220178,Yale University,Manuscripts and Archives,"[""MS 1749"",null,null,null]","Materials in boxes 3 and 4 are restricted until January 1, 2035 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1220178
1220199,Searches,Manuscripts and Archives,"[""MS 1749"",null,null,null]","Materials in box 5 are restricted until January 1, 2051 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1220199
1220253,"Correspondence, 1959 - 1983",Manuscripts and Archives,"[""MS 1750"",null,null,null]","These records are restricted until January 1, 2059.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1220253
1220576,"Student Recommendations, 1939-1975",Manuscripts and Archives,"[""MS 1759"",null,null,null]","Student recommendations are closed until January 1, 2050 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1220576
1222337,"Additional Material, 1954-1980",Manuscripts and Archives,"[""MS 1857"",null,null,null]","Access to Accession 2011-M-016 requires the written permission of Christopher Phillips until August 29, 2029, after which access is unrestricted.  ","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1222337
1231092,"1934-1945",Manuscripts and Archives,"[""MS 202"",null,null,null]","Restricted until January 1, 2021 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1231092
1231386,"Gradebooks, 1927-1947",Manuscripts and Archives,"[""MS 228"",null,null,null]","Grade books are restricted until January 1, 2023 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1231386
1246303,"Students: grade books, 1939-1949",Manuscripts and Archives,"[""MS 1089"",null,null,null]","Material is restricted until January 1, 2024 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1246303
1247040,"Committee on the Marshall-Allison Fellowship, 1946 May 17 - 1948 February 20, 1948 March 2 - 1969 November 7, undated",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folders 1-2 are restricted until January 1, 2045 due to University policy set by the Yale Corporation. ","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247040
1247041,"Correspondence with undergraduates (past, present, prospective), 1941 - 1974 January 2, undated",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 3 are restricted until January 1, 2050 due to University policy set by the Yale Corporation. ","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247041
1247042,"Undergraduate grade books, [1941(?)]-1972",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folders 4-5 are restricted until January 1, 2048 due to University policy set by the Yale Corporation. ","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247042
1247043,"Yale University Audio-Visual Center: recommendations re: employment, 1955 August 18 - 1957 May 1",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 6 are restricted until January 1, 2033 due to University policy set by the Yale Corporation. ","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247043
1247045,"History of Art Department: correspondence with graduate students (past, present, prospective), 1939 October 24 - [1946(?)]",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 7 are restricted until January 1, 2022 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247045
1247046,"History of Art Department: correspondence with graduate students (past, present, prospective), 1947 January 22 - [1947]",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 8 are restricted until January 1, 2023 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247046
1247047,"History of Art Department: correspondence with graduate students (past, present, prospective), 1948 January 10 - November 24",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 9 are restricted until January 1, 2024 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247047
1247048,"History of Art Department: correspondence with graduate students (past, present, prospective), 1948 December 14 - 1962 November 21",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 10 are restricted until January 1, 2038 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247048
1247049,"History of Art Department: correspondence with graduate students (past, present, prospective), 1963 February 12 - 1972 November 27",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 11 are restricted until January 1, 2048 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247049
1247051,"History of Art Department: graduate scholarships and fellowships, 1941 March 4 - 1962 January-19, undated",Manuscripts and Archives,"[""MS 1144"",null,null,null]","Materials in folder 13 are restricted until January 1, 2038 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1247051
1253780,"Student recommendations, 1960-1970, n.d.",Manuscripts and Archives,"[""MS 1565"",null,null,null]","Student recommendations in box 14 are restricted until January 1, 2045 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>


","[""RestrictedSpecColl"", ""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1253780
1253798,Restricted,Manuscripts and Archives,"[""MS 1565"",null,null,null]","Restricted until 2045 January 1.
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1253798
1258079,RESTRICTED,Manuscripts and Archives,"[""MS 834"",null,null,null]","Materials restricted until January 1, 2054 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1258079
1260002,"Student records for the Classes of 1934-1959, 1930-1959",Manuscripts and Archives,"[""RU 592"",null,null,null]","Restricted until Jan 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1260002
1262093,"Subject files, circa 1950-1965",Manuscripts and Archives,"[""RU 592"",null,null,null]","Restricted until Jan 1, 2041.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1262093
1262819,"Restricted files, 1954-1998",Manuscripts and Archives,"[""MS 1746"",null,null,null]","Material in these teaching files is restricted until January 1, 2074 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1262819
1262880,Yale University,Manuscripts and Archives,"[""MS 1746"",null,null,null]","Yale University records are restricted until January 1, 2024 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>
","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1262880
1263052,Restricted papers,Manuscripts and Archives,"[""MS 1746"",null,null,null]","These records are restricted until January 1, 2045. Written permission from one of James Tobin's children or William C. Brainard must be obtained to consult these materials. Researchers should consult with the reference archivist for details.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1263052
1263053,Family History,Manuscripts and Archives,"[""MS 1746"",null,null,null]","Boxes 13-19 of Accession 2004-M-088 are restricted until January 1, 2045, without the written permission of any one of Tobin's children or William C. Brainard due to the requirements of the donor's deed of gift.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1263053
1273863,"Letters of recommendation, 1956-1979",Manuscripts and Archives,"[""MS 207"",null,null,null]","Letters of recommendation are closed until January 1, 2055 as established by <extref actuate=""onRequest"" show=""new"" href=""http://web.library.yale.edu/mssa/collections/research-use-of-yale-university-archives""> Yale Corporation regulations.</extref>


","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1273863
1295826,Restricted Files,Manuscripts and Archives,"[""MS 1681"",null,null,null]","Materials are restricted for 75 years from date of creation (1950-1988), and will be available for research between 2026 and 2064.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1295826
1319942,"Records, 1974-1978",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2014

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1319942
1320109,"Student records and office files, 1979-1984",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2057

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320109
1320129,"Student records and office files, 1981-1985",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2058

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320129
1320151,"Student records and office files, 1972-1984",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2060

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320151
1320345,"Student records and office files, 1968-1987",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2062

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320345
1320484,"Records, 1984-1986",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2022

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320484
1320544,"Advertising records, 1985-1987",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2023

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320544
1320711,"Records, 1987-1989",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2025

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1320711
1322259,"English Language Orientation Program and Summer Program reports, 1963-1985",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2021

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322259
1322261,"Records, 1988-1990",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2026

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322261
1322262,"Records of the English Language Institute, 1989-1996",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2032

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322262
1322286,"Administrative records, 1978-1983",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2019

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322286
1322343,"Administrative records, 1980-1995",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2031

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322343
1322724,"Records of the visiting faculty program, 1994-2001",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2037

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322724
1322833,"Annual reports, 1979",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2015

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322833
1322834,"Administrative records, including Special Olympics, 1995-1997",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2033

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322834
1322884,"Administrative records of the Shafer Scholarship and the Piano Institute, 1982-1999",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2035

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322884
1322914,"Course evaluations, 1992-2000",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2036

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322914
1322917,"English Language Institute curriculum records and grade sheets, 1983-2003",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2039

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322917
1322959,"Administrative records of the Yale Summer Sessions program, 1950-2005",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2041

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1322959
1323019,"Student records, 2009",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until Jan 1, 2084

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1323019
1324989,"YSS Student and Study Abroad records, 2002-2010",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until January 1, 2085.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1324989
1327052,"Student records, Summer 2011",Manuscripts and Archives,"[""RU 719"",null,null,null]","Restricted until January 1, 2086

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1327052
1332573,"Prospective faculty, 1958",Manuscripts and Archives,"[""RU 846"",null,null,null]","These records are restricted until January 1, 2035.","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1332573
1336439,"Records of the dean of the graduate school, 1963-1983",Manuscripts and Archives,"[""RU 948"",null,null,null]","Restricted until Jan 1, 2018

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1336439
1339550,"Information and schedule for National League for Nursing visitors, 1983",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2035.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339550
1339551,"""Master's Program Self Study Report"", 1999",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2035.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339551
1339552,"""Master's Program Self Study Report Appendices"", 1999",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2035.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339552
1339553,"""Maternal-Newborn (Nurse Midwifery) Program Self Evaluation Report"", 1982",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2019.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339553
1339555,"Visit and report, 1964",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2019.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339555
1339556,"Report, 1972",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2019.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339556
1339557,"Yale School of Nursing self report, volume 1, 1983",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2019.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339557
1339558,"Yale School of Nursing self report, volume 2, 1983",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2027.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339558
1339559,"""Yale University School of Nursing Report to the National League for Nursing, 1990-1991"", Circa 1991",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2027.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339559
1339560,"""Self-Evaluation Report of Yale University School of Nursing,"" final draft, 1964",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2027.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339560
1339561,"""Self-Evaluation Report of Yale University School of Nursing"", 1972",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2019.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339561
1339562,"Affiliates, index cards",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339562
1339569,"General, Circa 1940-1983",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2027.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339569
1339570,"General, Circa 1982-1989",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2035.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339570
1339572,Alumnae,Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2035.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339572
1339575,"Alumnae Advisory Council to Yale University School of Nursing, Circa 1951-1957",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339575
1339576,"Alumnae Day (February), Circa 1941-1971",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339576
1339577,"Alumnae Day (June) and Alumnae College programs, Circa 1955-1980",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339577
1339578,"Alumnae Day and curriculum changes, Circa 1955-1956",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339578
1339579,"Alumnae/i Fund, 1999-2000",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339579
1339580,"Alumnae/i Task Force, ""Final Report of the Alumnae/i Task Force"", 2003",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339580
1339603,"General, Circa 2000-2003",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339603
1339604,"State of the School (Power Point presentations), Circa 2000-2003",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339604
1339606,"Ballots, Circa 1940-1985",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2039.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339606
1339607,"Bank books, Circa 1975-1980",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339607
1339608,"Bank expense account information, Circa 1968-1985",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339608
1339609,"Bills, Circa 1983-1984",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339609
1339610,"Biographical essays by Zenia Beliavsky-Horn, Circa 1931",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339610
1339611,"Board, Circa 1999-2000",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339611
1339612,"Board meetings and Association meetings, Circa 1949-1972",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2036.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339612
1339613,"Board meetings, Association meetings, and treasurer's reports, 1973-1980",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339613
1339614,"Board meetings and Association meetings, 1980-1989",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339614
1339616,"Class of 1926, Circa 1926, 1973-1976, 1996-2002, undated",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339616
1339617,"Class of 1927 - Class of 1929, Circa 1920s, 1943-1952, 1976-2003",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339617
1339618,"Class of 1930, Circa 1970s-2003",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339618
1339620,"General, Circa 1970s-2004",Manuscripts and Archives,"[""RU 1073"",null,null,null]","Restricted until January 1, 2040.

","[""RestrictedCurApprSpecColl""]",/repositories/12/archival_objects/1339620
